Set,Subset,Device_ID,X,Y
2,3,20,8.483995194778277,51.61579755548252
2,3,21,87.85406010212279,43.91103337395961
2,3,22,62.57212197558992,1.1092371015150815
2,3,23,2.89319488788537,63.29689624821195
2,3,24,97.02659135676917,70.56275582926845
2,3,25,19.649472448942955,3.7679530176231157
2,3,26,62.05424161648159,2.344823389560996
2,3,27,5.337803296794219,62.99749314271313
2,3,28,63.736589851295435,24.908259332294648
2,3,29,1.841093381799569,45.65828761288214
2,4,0,7.848884135809686,37.99777044687928
2,4,1,16.50497566550777,4.225850384034096
2,4,2,25.582850677363062,11.805826655870217
2,4,3,86.02580306957324,19.858191625204125
2,4,4,84.88337868484659,67.25413139111933
2,4,5,16.07913823400145,29.86390411277153
2,4,6,18.86429826210363,26.563287698676703
2,4,7,87.48081160042938,4.46021643560281
2,4,8,84.35827527016656,28.19825460094182
2,4,9,34.38923585480415,46.20208795537166
2,4,10,59.00336361746493,67.38096072413418
2,4,11,53.11706812556207,5.2434583266240455
2,4,12,76.8631708357035,98.65551746350522
2,4,13,70.01502444551407,91.08953184222246
2,4,14,93.36074905373616,11.66082057749006
2,4,15,14.897972577097523,67.37067041127071
2,4,16,92.22203363168144,42.03549929389656
2,4,17,44.710863144796285,0.12975121918232801
2,4,18,27.740780427111282,72.96734039730862
2,4,19,24.05726970281466,26.829532299366626
2,4,20,67.70733353965628,17.146343213913013
2,4,21,79.23830529745769,61.19245329531603
2,4,22,4.5501045525665145,92.10457075093548
2,4,23,75.76180274321055,67.7995742135993
2,4,24,45.52356392016365,81.04028422110457
2,4,25,22.54552237080522,52.293063320231646
2,4,26,34.88209357467317,78.98249672358692
2,4,27,51.523607636679706,26.766778200776177
2,4,28,93.71588024272086,76.72117518662616
2,4,29,73.0059579491786,80.09676977704801
2,4,30,84.82507331135395,51.590234074258255
2,4,31,57.38695459531134,36.87026030469095
2,4,32,26.18011380075056,60.45653955392571
2,4,33,56.65584642937391,9.114193923797902
2,4,34,6.437419914982195,43.415055351779344
2,4,35,70.5830607178764,77.43576546037043
2,4,36,36.319851632511416,88.44588706576988
2,4,37,39.823588783693864,67.07816052282725
2,4,38,27.372315344955577,53.311798892593295
2,4,39,4.6145293114373045,49.31284979334076
2,5,0,62.732032738188195,59.061653308283006
2,5,1,33.43216099622155,64.43152766201278
2,5,2,56.96360363316936,38.122934287034525
2,5,3,62.424456990723286,39.86476828897768
2,5,4,57.58374398663756,6.374433116599121
2,5,5,70.59204570736343,56.988618831314476
2,5,6,66.11769224873615,86.54337376018222
2,5,7,43.275356294699016,75.38051893422275
2,5,8,18.84722147124538,46.991606180673756
2,5,9,27.83814465069649,57.718135763710116
2,5,10,56.72073384694871,91.53097038938645
2,5,11,79.78193703039221,78.7236556589956
2,5,12,81.00363779642568,17.104087435795375
2,5,13,23.13398928348032,31.385402653570893
2,5,14,17.941524206175124,19.19456106866057
2,5,15,8.213289896549647,37.380469008812554
2,5,16,40.728736011569104,25.136019504623956
2,5,17,89.7012594635148,43.838281838087475
2,5,18,88.01139299448432,87.05603246450295
2,5,19,99.49801161949726,56.21486117427724
2,5,20,40.853603547464,62.12048662075401
2,5,21,40.82997197357886,31.211899795699605
2,5,22,43.86002704065541,27.17764305569943
2,5,23,66.7452807328543,28.494484243565825
2,5,24,33.25986103481001,11.610634757340865
2,5,25,53.168748523638385,98.25134553332563
2,5,26,19.892779952287082,66.18396182021218
2,5,27,67.44341332714977,89.76336559299452
2,5,28,90.49372229273175,96.91702284105189
2,5,29,94.69462915254789,5.531586847760361
2,5,30,9.352187427876169,66.83021390969603
2,5,31,19.622255371131768,45.32360554822735
2,5,32,51.67662173678897,11.462569761632075
2,5,33,76.67305459881608,41.06286523360064
2,5,34,73.57880942750792,92.0914388379136
2,5,35,46.46879945637929,79.06191107113061
2,5,36,8.544379369503291,80.53100212208163
2,5,37,28.580634473494992,74.05700509274087
2,5,38,13.998954683014208,76.62947162757929
2,5,39,84.07513611119646,53.32481336833887
2,5,40,12.895141352246991,55.74184123696018
2,5,41,65.5861033897774,19.864364528018363
2,5,42,96.4764572123913,60.08136600238723
2,5,43,87.19731462863385,7.4958713674386885
2,5,44,21.95674542851092,5.844902035418204
2,5,45,26.153271238455964,44.978728663728425
2,5,46,8.182797143285224,15.068893708207105
2,5,47,48.473521663768445,71.27182193082083
2,5,48,89.42986056122655,42.32261458672591
2,5,49,38.47464665959684,52.591176841121346
3,1,0,11.79530172975406,91.8745394501246
3,1,1,93.17590703064785,23.28500611594066
3,1,2,39.38949443572462,5.713365002784387
3,1,3,30.18607658650695,20.725229210181382
3,1,4,61.36978104385563,87.21248259216443
3,1,5,65.57221320228206,68.96528491927744
3,1,6,96.14801158992424,24.041848904453676
3,1,7,80.39471968971293,60.27899041878187
3,1,8,8.276025518364488,66.60732063274695
3,1,9,6.14053909228669,59.316043974706034
3,2,0,35.70295998949141,38.26781405331203
3,2,1,26.382386507239293,5.149073966565776
3,2,2,41.828240664616644,26.722794562862344
3,2,3,10.634039217061314,93.0316008945367
3,2,4,71.33944526683747,68.88629737200847
3,2,5,64.97979558832385,67.46934995246664
3,2,6,66.71814056552411,26.32892333296469
3,2,7,29.372680211703717,24.0543974193793
3,2,8,13.879358631470906,72.94944940085065
3,2,9,53.775168190194464,40.03748857430605
3,2,10,63.61509273601497,41.98944297282853
3,2,11,14.702233961048577,24.85059744106245
3,2,12,87.66231103737255,48.94657178079806
3,2,13,25.75868412034063,76.75348594668293
3,2,14,69.8659057728799,81.24879935255261
3,2,15,59.2231435709428,89.98910110371347
3,2,16,94.87152049094422,43.34968800057617
3,2,17,11.004860704054853,77.86526844450239
3,2,18,39.02478537730438,98.77706578413782
3,2,19,65.49684631343055,73.41159142206897
3,3,0,81.2074453924567,93.42339879489563
3,3,1,71.80632645676583,89.99276279736577
3,3,2,95.00093209240526,20.938526244603654
3,3,3,97.42266534810784,51.12346541600587
3,3,4,4.2754265427234035,67.0908675848938
3,3,5,63.403182041143815,57.00565878832263
3,3,6,77.602359042599,94.72761134470457
3,3,7,60.32106358803016,33.25183372731277
3,3,8,10.394312757301366,62.971171671564626
3,3,9,44.81679092605599,94.63358555384875
3,3,10,31.673910991307363,13.615366325968449
3,3,11,1.3266101936909858,68.98462040836334
3,3,12,27.081710733043344,8.583964292415175
3,3,13,77.70890012578967,43.694503878125765
3,3,14,56.844281503440364,45.72059729624799
3,3,15,88.18028970798804,63.4338679692473
3,3,16,6.967803703641207,45.71494032802495
3,3,17,9.071771754489866,79.51474712574039
3,3,18,82.57101941759322,29.870655108515415
3,3,19,26.28450911513429,13.7027610343603
3,3,20,0.6500961755368018,90.87217808692205
3,3,21,41.74651183996495,5.887554144507057
3,3,22,12.894384271660114,0.9195338273733367
3,3,23,10.249214770791049,79.15207804848461
3,3,24,70.47058260956203,74.37155991247567
3,3,25,49.22010903517761,28.825823775712678
3,3,26,14.657386513050664,71.0712275296249
3,3,27,64.72328797709588,71.26067522346167
3,3,28,91.48709018536007,30.025843021682668
3,3,29,50.549791432924025,8.76856393117248
3,4,0,46.26241587078329,23.71071083287319
3,4,1,16.712194540848042,89.97079394844897
3,4,2,29.84214244584446,90.95511588371
3,4,3,13.113202214991254,74.77456581030992
3,4,4,68.04869484700134,90.32805739307248
3,4,5,14.867450368627539,29.81349392410265
3,4,6,54.579103666331704,82.93916833553587
3,4,7,34.871013362342,1.850381735774631
3,4,8,35.27875862578442,47.213324455671696
3,4,9,65.76451689153052,1.063470542519357
3,4,10,9.028767256366677,43.10213254946567
3,4,11,38.545610187291096,84.73482354272133
3,4,12,66.9937481884033,11.647973737681689
3,4,13,93.64729179382041,97.20296698433066
3,4,14,89.53615824194819,26.4468567013606
3,4,15,5.32991265668859,63.607256861498136
3,4,16,97.51186769104012,62.483400442959294
3,4,17,1.697298929289942,41.44577370753387
3,4,18,53.84766008146046,44.29888741180935
3,4,19,76.97456461876686,43.73508363420997
3,4,20,84.81443879390699,30.79315940911523
3,4,21,86.23833857643808,1.220039077826901
3,4,22,2.5712906742125172,71.74136693018731
3,4,23,77.0950473689179,99.38340039983234
3,4,24,28.397261527631475,42.22746992675352
3,4,25,56.84093154594807,92.45978257826596
3,4,26,95.86567877311214,84.61382822589263
3,4,27,29.753896535012743,84.4201198213868
3,4,28,59.25664644193098,61.06047209098011
3,4,29,53.26781703994712,43.50494369504649
3,4,30,1.5591567530642336,86.40943781018017
3,4,31,24.818312360061817,62.32010166195534
3,4,32,86.61124432047805,51.9713405684253
3,4,33,45.774414879402094,15.955023662162782
3,4,34,48.552912258268385,6.0283442888639405
3,4,35,3.756889086790438,79.51153334345435
3,4,36,72.30028864789779,74.47124818215703
3,4,37,81.29456882185045,39.93916178868327
3,4,38,46.21980976882652,11.500441864385152
3,4,39,65.9376251466035,46.95338492564481
3,5,0,43.40804020257735,23.273500438499177
3,5,1,77.80908675198785,14.16714741327908
3,5,2,73.83384141651842,98.10609862960249
3,5,3,11.52845979025095,76.25157504301342
3,5,4,52.21883317666184,55.473443002722696
3,5,5,41.891286764162274,79.86370362151705
3,5,6,45.325685972229,11.934501565050876
3,5,7,37.167641144681205,81.48889614980766
3,5,8,27.18894539986996,34.949536901979386
3,5,9,72.87160488868537,84.7857146424875
3,5,10,61.43125807624617,0.4536202326362482
3,5,11,19.20453057456248,99.8167887903362
3,5,12,30.039922322109902,97.86351314916628
3,5,13,81.14686914675593,96.5794744159495
3,5,14,63.64796874281575,76.63012597003811
3,5,15,66.32167882516465,8.97486617119167
3,5,16,43.224644015367424,9.461076989250294
3,5,17,94.746072061392,62.632454698044256
3,5,18,25.803951022180833,16.700443937261895
3,5,19,3.2493204741447013,60.81620115182768
3,5,20,50.056005574005475,6.422435904659568
3,5,21,6.016938101749797,75.76239621573629
3,5,22,20.079011821274374,75.91301833381961
3,5,23,3.0758513119617525,7.867032985126299
3,5,24,87.83179018924673,0.9213859369108734
3,5,25,45.18619835876353,91.3102847896983
3,5,26,95.43506546346839,40.93397102499209
3,5,27,50.25725853773574,5.792192839012883
3,5,28,54.204911223399236,19.60756057225983
3,5,29,73.16903741078099,66.45256826849355
3,5,30,94.8718074023102,51.77111842092725
3,5,31,33.10560050532823,5.291704691429199
3,5,32,51.743258011691246,64.06954802887634
3,5,33,92.60967666735039,94.72399654840336
3,5,34,93.95357401140657,27.992215615441474
3,5,35,44.20994890657515,51.836596871330684
3,5,36,41.53212588753123,63.011668397576365
3,5,37,90.99734587040501,18.83476809933994
3,5,38,59.656643229364654,42.00607513706094
3,5,39,2.3472678573906505,74.55931704343132
3,5,40,87.39358020461142,86.76063272617264
3,5,41,49.57376675725241,12.264276612766729
3,5,42,62.9344165348954,21.612039194625616
3,5,43,36.69549594768509,44.08185663851751
3,5,44,28.565947095978707,46.50451752548693
3,5,45,93.00634082089618,50.2541069909013
3,5,46,49.459245490667946,90.03848435649375
3,5,47,69.558488304019,52.43917908365866
3,5,48,44.14531345687306,8.020005266503604
3,5,49,26.063015609020745,48.06576440924537
4,1,0,82.58334126879424,43.21791249198185
4,1,1,81.92629738320429,99.19888239799141
4,1,2,97.18079600837994,69.87971989813971
4,1,3,32.72556071405676,57.55289458904501
4,1,4,13.662976349910466,71.6167400521301
4,1,5,20.46670031575215,11.497730294554309
4,1,6,70.98636584630611,63.7107601174335
4,1,7,34.02496510373565,97.54317811252051
4,1,8,51.55670414422557,18.426317186188058
4,1,9,44.70496018395672,10.655235201254165
4,2,0,36.094381396346755,36.21426540632059
4,2,1,34.022831317966265,37.852963380561164
4,2,2,14.708398667173894,50.06159175832129
4,2,3,48.375563180688886,80.36532241313355
4,2,4,87.45808195506416,24.11781907757958
4,2,5,61.277007122186774,71.66233744858278
4,2,6,23.229929831790507,32.849192878224656
4,2,7,78.54522509220821,38.7902367896478
4,2,8,77.9206336291599,79.51319694428112
4,2,9,62.37699778016876,66.29627319760374
4,2,10,82.57597334011324,57.47903213337829
4,2,11,45.591801747995554,79.91636325612134
4,2,12,57.296103701757275,10.51747899594343
4,2,13,48.73499259353449,45.390932649232006
4,2,14,19.777254193998434,47.63243190193585
4,2,15,58.041273453909504,99.2175703701452
4,2,16,55.13962022463328,17.300828382241978
4,2,17,50.918381847027,47.06187521161932
4,2,18,39.83989139320138,73.10486453828304
4,2,19,0.8930946239159687,59.27294373383272
4,3,0,86.24132799370292,93.59163894865605
4,3,1,77.65007262959793,79.66393241550894
4,3,2,58.19997404947486,73.50912963483326
4,3,3,27.123931785968374,42.02262031384667
4,3,4,89.19162767094309,73.96394642881437
4,3,5,92.31226460095246,29.40291890450396
4,3,6,32.663150961866506,20.919989433382636
4,3,7,86.76751493328763,19.775758492450763
4,3,8,70.79536830734705,25.69979339043625
4,3,9,81.43824091029725,1.4697222878253646
4,3,10,21.682766697819446,24.66384233918998
4,3,11,98.03902757434885,27.16502616816442
4,3,12,1.043056964576905,11.028056246116163
4,3,13,2.0591747639635836,64.9417943168657
4,3,14,88.386194403339,30.309435678058577
4,3,15,44.81106513425191,89.17113629708074
4,3,16,30.647208743280295,83.04100591496254
4,3,17,2.1830828853680595,4.076324477621335
4,3,18,52.037705304623636,66.45087189073311
4,3,19,47.577498717766346,97.36752313155193
4,3,20,74.04519157244924,80.78710109711214
4,3,21,16.615731267755447,10.178914017112135
4,3,22,58.70966682891268,25.24224409465089
4,3,23,8.083627207340133,20.16306805619159
4,3,24,79.8737931315965,82.5147092936727
4,3,25,30.8302290931237,74.21992237870202
4,3,26,29.738831868846805,80.6128992940579
4,3,27,6.210998336402968,81.26523301069739
4,3,28,33.51927291772061,96.76009076497299
4,3,29,71.93036082447692,87.21395327974778
4,4,0,68.96792949612119,51.70938829695791
4,4,1,72.47169176068688,85.26927970561019
4,4,2,33.13106395041602,61.851392855416805
4,4,3,15.607402834822354,72.10121868914288
4,4,4,4.869669627677609,50.45152020647751
4,4,5,86.64494591706709,18.71483835698963
4,4,6,59.417454188280075,12.207364521118713
4,4,7,5.1654478562007835,12.711228994874663
4,4,8,6.148540426481336,19.86894942322005
4,4,9,2.584841862076348,34.298386799149206
4,4,10,57.17711810196964,33.08161751855734
4,4,11,66.5444681494586,80.27690788224415
4,4,12,11.55654562138233,23.994854079603662
4,4,13,97.42916774257168,93.21080888370844
4,4,14,11.235058848633999,16.156532853513927
4,4,15,76.61224944131496,11.728064666741433
4,4,16,83.46952007296807,76.67559626498478
4,4,17,58.11909473311604,0.8757995431031118
4,4,18,4.427779211162069,29.005611484773404
4,4,19,56.63573269096387,12.765326236421593
4,4,20,96.99098959634209,48.93156437002652
4,4,21,28.970744967175037,69.83298881717809
4,4,22,62.62638910377096,77.90701247969315
4,4,23,21.858269440841326,92.8993126961353
4,4,24,32.60616227652189,94.18548348303763
4,4,25,29.645919991589093,79.93569900500538
4,4,26,29.233535022129438,26.086502331810657
4,4,27,49.33464901785808,34.41039329332977
4,4,28,57.28782841223759,89.08951649225148
4,4,29,79.39421855551934,72.31843232562927
4,4,30,67.13267440604577,7.8081922396086965
4,4,31,67.96253739581228,76.99529197511063
4,4,32,3.4566393093309724,69.95229730685556
4,4,33,56.28707559033244,48.16734164101995
4,4,34,20.251039954016075,79.42063166703028
4,4,35,32.00014834184569,0.8689895092739819
4,4,36,4.763075397731314,61.73370191307755
4,4,37,9.000521873636174,48.65488740351732
4,4,38,72.43887869157015,67.83660265200008
4,4,39,86.54147374354382,41.54385956708527
4,5,0,62.30348293989991,69.00372544686027
4,5,1,57.449592798509734,97.73300150166537
4,5,2,62.78224989046362,23.644598281659107
4,5,3,27.424986082573838,95.7118257975735
4,5,4,89.68719251902581,40.47649878842209
4,5,5,26.124052025805916,18.67548415191938
4,5,6,76.06170662426672,76.15423622908924
4,5,7,77.47071192152266,59.72791615926505
4,5,8,39.98905477120108,0.12920074224911926
4,5,9,82.330295671143,38.3328067600203
4,5,10,76.33118986344797,82.7346540715674
4,5,11,29.046602663139886,39.67036290739186
4,5,12,6.161132708608302,26.32495970768905
4,5,13,19.99526034020781,21.226371259818094
4,5,14,9.22925647685165,31.899260289664884
4,5,15,95.29455523938802,7.649190041428133
4,5,16,79.67692845615736,33.57123347653072
4,5,17,85.77454535496372,80.8675878706487
4,5,18,43.89455795206638,77.28434442477368
4,5,19,14.84346372801404,58.42221925713598
4,5,20,31.51043741645721,75.02226545653707
4,5,21,35.881789295431474,45.887624458568865
4,5,22,48.836261933128945,4.351948129382932
4,5,23,58.73867214136886,7.485198397847887
4,5,24,14.763914461015503,25.75875851668658
4,5,25,88.49723501258396,11.76177924009924
4,5,26,32.45373293971966,82.12879844735949
4,5,27,94.83571449200612,76.61301066695201
4,5,28,18.783612594086325,79.35308538505754
4,5,29,69.71826619091752,73.95916147218
4,5,30,68.03862595553,21.1972406456651
4,5,31,86.59790337928172,8.922298261388606
4,5,32,91.1196709408529,83.50480173054709
4,5,33,77.83185289683587,43.46298123255263
4,5,34,43.44503127702855,50.73335285231319
4,5,35,73.83477375205796,59.85770632864387
4,5,36,87.34378580679113,58.31658038715711
4,5,37,65.10302509173975,26.76790509213304
4,5,38,92.55871304263854,15.6135893024398
4,5,39,15.85978583826993,72.22097263756008
4,5,40,71.54310457690167,96.48029387109946
4,5,41,29.82427374927108,90.68831441597932
4,5,42,55.44591709233657,53.56401350275819
4,5,43,30.491590274934726,77.11818324898692
4,5,44,28.17194636742294,97.57392798329955
4,5,45,19.020985211639886,92.3583680686287
4,5,46,41.15870077978301,40.78743217521404
4,5,47,16.419061394254054,87.9672163961433
4,5,48,4.481316957747106,9.261422327370482
4,5,49,42.97078966402946,5.615217220560958
5,1,0,99.70696806105838,86.5325255119623
5,1,1,27.00059573022553,76.64788932756676
5,1,2,44.00395437807291,66.21668765576878
5,1,3,83.4743477599095,77.88917086850125
5,1,4,84.50024454103328,26.791384223654063
5,1,5,11.68560409552165,82.5438684523597
5,1,6,66.6500956529099,83.09195949246893
5,1,7,3.0071171300392607,47.88126422526901
5,1,8,23.26028061418591,28.11484079389549
5,1,9,58.76514711788298,10.046684432952823
5,2,0,25.486212337584906,8.088210567605481
5,2,1,78.32876810857093,31.397502638631792
5,2,2,75.05764995910049,26.62405962797131
5,2,3,89.39509941461324,53.155451653957506
5,2,4,76.98663093799715,7.06390246377529
5,2,5,19.126314012200414,88.42999023942542
5,2,6,80.42432063298956,61.36786500480494
5,2,7,57.96520103094902,69.04547627554936
5,2,8,1.0013177962912234,54.646457218969495
5,2,9,11.95276660986328,43.66683308619239
5,2,10,69.55213815290873,33.71519032045242
5,2,11,69.85893887146055,36.07110336643659
5,2,12,17.316088429450176,47.119350955111656
5,2,13,5.991450100882317,62.18283580319333
5,2,14,48.708231431400776,83.57792218065187
5,2,15,36.85901125036216,62.852363321603995
5,2,16,13.985176923573961,28.729369115888332
5,2,17,75.34192159102413,67.08372509484605
5,2,18,41.26430541164484,39.31379783785472
5,2,19,93.23430960167701,55.882451423677935
5,3,0,63.88763118746306,59.589122779593026
5,3,1,80.12765819214324,80.97488757037938
5,3,2,79.71453752808874,68.23991095722647
